Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU
2009-05-14,453834,1957500,500,15030497,0,44896471,27380574,320400,4192739,33879,12824644,1111039,3117028,3551615,18381583,142680
2009-05-15,616115,2119032,2632,23140024,1000,53304878,20457898,725635,4046819,52896,12042623,771533,1883616,3697826,15446695,180875
2009-05-18,420886,2184617,468,12745192,5118,74265553,18602853,343851,5299351,66240,13530574,1438747,3555609,5571473,17437934,124153
2009-05-19,586069,2516978,11434,17908838,364,73776241,19521936,1565661,7510653,192998,13747503,1280366,3492735,4064950,23104685,219100
2009-05-20,543529,4038373,537,18092096,18913,77054898,18872821,1367486,4860741,125978,21793769,1184056,3115435,3422335,31480709,212071
2009-05-21,393387,2330675,9309,20038771,0,63183482,20082783,722163,2352540,104358,11865440,1505394,4555654,3160642,25583603,328075
2009-05-22,433377,1947054,540,10162453,896,44242406,14279030,406422,2440081,67452,29951514,832262,1612499,1991850,16470771,214477
2009-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-26,469269,3170262,1677,13642193,821,67058415,16247300,1426728,5929170,132548,14904152,1615548,3092905,4885005,25235611,436082
2009-05-27,636112,2329770,1147,13723835,1923,98045691,16287636,324665,6006046,35857,16666875,594012,3902377,7923004,28936091,75224
2009-05-28,634199,2732679,4411,17786549,1700,69978134,15523494,509241,6694047,114553,14924435,1515586,4151178,4672873,24169305,238843
2009-05-29,1142053,3127261,1058,15278914,767,70410525,24526152,2090331,6618640,172567,34820990,1027173,4034724,3694350,24032179,743140
2009-06-01,1111001,4043999,1982,12959147,1721,75200755,22592754,1228280,9360694,166362,21321078,3266265,4604276,4452073,25949151,619785
2009-06-02,618024,3385559,9205,10553823,1468,100628506,22182753,1130604,7399222,144203,13890851,605785,3858407,4900521,28768664,142622
2009-06-03,797677,3296474,1528,9489536,100,108757751,20937763,455774,8253033,129906,20722208,3817888,5940974,5100112,32064567,275705
2009-06-04,591830,2816371,3508,11765974,1515,71568087,17158707,305466,5386995,49784,17637465,4644855,2664289,3937909,20907804,154832
2009-06-05,479005,3026173,446,16835662,0,71692613,19216450,429050,4948162,34377,9969790,1641006,3186027,2703878,25675705,85398
2009-06-08,648744,2457399,2000,23549641,869,64025639,13936977,798486,6137930,174240,15651534,987351,3305757,2802381,15443555,374915
2009-06-09,442254,2167915,3418,22430536,0,62174927,15957395,1425770,6732399,39369,18855459,809956,3035669,2814221,16634434,1142987
2009-06-10,772556,2546871,9016,25156820,626,60048137,18467986,808433,7144322,247788,22943149,1840886,2513985,4257938,21246994,90549
2009-06-11,481833,2864419,1537,21698719,600,68831511,20225448,635890,4977840,33640,15528069,1157136,3881016,3462647,23984867,85052
2009-06-12,357947,1954009,1252,12743832,712,55824445,21097925,527257,3819603,21571,13510872,993578,2447162,1776285,16535054,142185
2009-06-15,490965,2273440,3186,14007421,625,75790986,31483998,927130,6427190,136468,21869774,2697493,4852149,4091342,20098158,390230
2009-06-16,430818,1694144,1260,12836855,721,71535855,23388913,1295041,7145141,75836,17875584,910509,4719080,2894565,21912375,204967
2009-06-17,454824,1887604,3447,13501231,1232,94095985,23803975,633932,4341257,35328,14661609,755997,4793413,3557127,26583502,321439
2009-06-18,550281,1843196,2997,13384561,2987,62573275,22429226,2697947,3468565,56935,26969142,806463,4996368,3326659,22279992,92009
2009-06-19,584332,2409307,0,13883255,169604,60688491,19576229,362292,4833904,65603,16028232,743691,4703810,3558400,21386204,203540
2009-06-22,516788,3758376,8570,20654679,1173856,80991814,21491934,1145219,7924204,143042,29896220,1068081,7559256,5408193,25372739,183994
2009-06-23,524263,4012546,1844,12151892,33500,87109182,26980498,670288,4864974,126745,15640935,2336445,5658372,3710088,26065947,175536
2009-06-24,525658,4231660,2136,15361938,26136,80958535,25708577,428684,6855363,102739,16849763,2883360,4349359,3893783,17543077,142039
2009-06-25,575104,3136686,1047,13850044,18498,83248304,23598002,349183,9273273,36116,13900775,482366,5426403,3011400,22873206,82323
2009-06-26,471300,2186132,430,7780125,32758,64987873,20799740,376565,8625276,13885,12055515,622182,2849515,2330598,18681246,136917
2009-06-29,398397,2322289,2010,7529666,3555,52786812,21139381,395885,6042932,130541,18394015,448159,1856519,2792119,14100270,67525
2009-06-30,805409,2892816,1170,13423307,14924,92033509,31291700,451448,7714848,121731,21751348,645699,2354150,4485279,19204307,204054
2009-07-01,450547,2207951,0,9146004,316123,83474803,20169120,1060337,9873964,20796,17496045,563389,3805720,4134332,17544019,214542
2009-07-02,532916,2277766,8936,16520813,250899,59914219,20744566,556275,6756350,164333,12702388,965603,4063681,3724534,13749175,91282
2009-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-06,436553,2763322,1262,12392621,5104,52120323,17299109,593251,5501645,1225451,9436980,1931322,2627311,4014862,22875783,240678
2009-07-07,518524,2690842,23155,15246556,3413,68787034,20032643,492224,4132093,382509,15396821,946930,4133919,3200924,20181972,233723
2009-07-08,789989,3581238,3650,17903928,89949,92051485,24263459,1416526,6864732,339573,17440781,722299,7843904,4830020,27347132,479823
2009-07-09,600023,1778119,1064,11454859,4403,64759200,22637038,581450,9642569,174732,15472710,1556675,4046578,2964522,15368469,421927
2009-07-10,504582,1486877,387,16023430,15445,74323298,16245540,902791,3370967,154167,11634913,1407237,2731918,2229327,15986029,460951
2009-07-13,397753,1536933,150,14389788,15500,70112043,19678666,1373354,5192005,132769,19213195,1275854,3540834,4616514,17469171,464628
2009-07-14,529657,1340236,235,10290370,4402,41729613,15240971,656284,3994952,155193,12742519,757953,4407215,2907003,14927277,140837
2009-07-15,849541,3202622,4664,11619963,3600,91648019,21318682,1231701,3302397,183321,19797639,866252,11079110,6095054,34929455,82444
2009-07-16,410709,1460540,1026,11805397,2919,63990800,15476579,493412,3532664,139539,8148720,912050,3839066,2608488,16886753,955241
2009-07-17,437206,2220106,7050,9078228,2482,56902456,16180892,1116749,4313198,34356,8563899,349063,3038383,2341324,15435734,654551
2009-07-20,675313,3233634,1435,13151403,8349,68490698,15950620,492105,5205603,40223,8464622,402496,6108840,3692848,19766307,140933
2009-07-21,812645,3826677,6540,14599280,1573,68862859,19663851,629920,5481784,107197,10640953,2790734,5807226,3421791,21310569,138398
2009-07-22,450507,2362857,3266,11857668,3777,69406602,16927239,388092,7799817,70150,10857885,495350,3396044,2826657,16366308,138092
2009-07-23,564432,2376306,13459,16524373,1880,79876776,19940066,927328,9177758,92783,23600431,603941,5976186,3793799,21017199,168722
2009-07-24,579853,2448728,1189,10899581,1076,49266043,15432626,3413615,8237665,31397,9134464,303560,2250921,2919447,11103411,128368
2009-07-27,883338,1906990,1575,10053723,7838,42828208,14808871,860119,7295261,68758,9533474,538064,2926821,3649124,13179193,84287
2009-07-28,674501,1973598,7295,11700317,288,53861088,18334983,560400,4237799,72874,11655648,405199,2361416,3018876,13101854,156281
2009-07-29,451361,2307489,1230,9066934,254266,53107587,20032091,459378,10629569,37121,10023080,497218,5409055,2480012,17782459,78932
2009-07-30,1109513,2079641,565,11665707,253363,90263693,19166853,2507461,5634349,33207,27422884,526987,3388840,4233093,17351130,231613
2009-07-31,1058816,2317635,790,9151472,3179,119533753,20636080,449780,4076762,75006,11994718,551374,2292399,3397625,17352316,817478
2009-08-03,716602,2570802,4853,9844788,4225,78103018,22364709,457252,4592682,86345,13086234,723855,3935417,3739702,19448174,118363
2009-08-04,629823,2254989,1809,12345897,950,53355825,18395224,950412,5948462,1414330,15547858,734776,2217819,2677142,16611435,138135
2009-08-05,608162,2445836,1925,11396122,1181,47802265,18679020,964416,5055760,416355,20137974,978029,3040001,3987598,18526427,829114
2009-08-06,564282,2238109,5194,10485417,710,53347691,16284862,2706766,10270689,338297,10607493,780030,2903746,4952237,21409175,259909
2009-08-07,1076896,2473709,2423,11814725,200,57771572,19822331,304224,14871383,170775,12557102,491477,4310946,3793926,13781219,482014
2009-08-10,920607,1588221,1349,13052448,2456,61357057,14593715,520805,3824850,168491,7612728,1478387,2859637,2648004,13581731,380556
2009-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-12,672038,2315717,2842,13592459,7466,64543219,18246344,512125,5795606,75167,14551872,651921,3602391,2711354,15784887,146187
2009-08-13,523672,2327864,5570,10214379,19496,67566446,17806786,463913,3044891,66095,14256754,195949,2280585,3443697,16977881,127114
2009-08-14,453529,1761056,20150,10849733,7187,52593591,17854966,728563,6890184,41562,14329721,326953,2720501,3278139,17483491,250719
2009-08-17,631252,2724305,6531,12130855,592,105003085,23357630,1378856,6970720,46127,12585223,373305,5448879,4968995,18614382,63235
2009-08-18,442343,1339034,828,8539524,3035,67454850,17125163,444802,6376575,55209,12975785,1463449,2653562,2638736,12973249,127129
2009-08-19,486879,1167248,2603,14298642,1274,67895464,18921881,1569399,6650752,72249,16177115,1326568,2735159,2323312,15113203,501430
2009-08-20,596566,1505981,30729,8273034,3700,71353070,14815420,504397,3309042,51705,10558124,513496,2536015,2338991,9752513,84873
2009-08-21,504878,1638601,6296,11869930,51608,81207800,20819261,660976,2714757,33545,10272260,512582,3687346,2387819,12190117,203316
2009-08-24,434359,1590325,17114,9356144,4033,58466975,19597151,539011,4071902,274138,16232704,429807,2864904,2365825,12081099,332134
2009-08-25,477379,1869011,4063,14627037,850,61418864,20685793,432194,4214350,30478,14256575,461162,2537141,2950218,11553362,201038
2009-08-26,692323,1853870,2157,11500067,847,57205941,16828348,390928,2697894,32962,15480590,375120,2426615,2606759,10581219,189517
2009-08-27,487272,1616284,4112,13100448,750,59720309,18975934,3099892,5172853,234319,13066920,1587904,2486695,4342835,13951553,297901
2009-08-28,503564,1693282,9442,10814857,624,51683502,17008859,531457,3551253,180063,12596119,978840,2131839,2399463,10758777,527273
2009-08-31,809510,1298556,2211,9891141,1804,72352677,18793891,503524,6753829,284328,12513671,693234,3064082,2469755,13986344,244681
2009-09-01,816118,2174439,13017,17945977,5536,95728637,33136035,920164,8431329,744356,31934700,1461464,4231462,5776671,22013803,426087
2009-09-02,843119,1679288,21171,10931220,4015,68405174,20632037,1569448,5514797,236320,16161003,2361948,3525778,6046081,13279319,923970
2009-09-03,750862,1684610,35443,7262799,3531,53726385,14848778,797410,5369432,320968,17701305,1002150,1772336,3925746,13048595,477130
2009-09-04,542294,1803167,14181,8119362,812,58978202,13321002,1523452,7772236,276895,21573166,2331484,2104775,2962467,12096862,712374
2009-09-08,473426,2798975,14908,11024386,1120,59866322,17093017,1220350,4995034,190789,13722397,1339889,3839533,3452131,14363719,506434
2009-09-09,605708,2264552,28651,13565211,937,67098319,21244076,1239142,3217230,44086,15777484,2218501,2831238,4367192,16003790,389400
2009-09-10,567119,1568640,12194,12253086,2785,58468826,17004366,527990,3318432,242010,20623829,1345501,1589654,2922052,15362455,446268
2009-09-11,447437,1647607,24233,8119554,271603,45286748,16105359,517873,3228299,233055,11080804,1054048,3193755,2961267,12558291,289523
2009-09-14,375381,1505131,10773,8420542,2000,36751367,18704334,734284,4117554,383370,12782589,1644358,2114218,3656723,11540034,427756
2009-09-15,471586,2333586,9894,11691259,44500,61604416,24528155,1635684,6241290,197297,12123692,1709065,2922386,4633220,13936381,1197132
2009-09-16,595067,2035120,4784,10580797,727,80170407,22163216,584992,12292492,106199,38360031,1069091,3297980,3326440,17691087,705963
2009-09-17,468395,1327342,47876,15809213,6598,76626705,20942904,521568,5083716,166689,10897661,550341,3952709,2692372,15996201,324710
2009-09-18,470212,1552991,30179,9913708,0,66818962,15181629,482230,4425042,108783,6936821,468932,3498870,4319286,13677091,228085
2009-09-21,433586,1805377,18276,7714772,11044,78144472,17452771,643392,7838114,225459,8140553,931133,2911392,2779771,12398673,220743
2009-09-22,566986,1926597,5638,8206555,945,46286618,13734993,960061,6077607,524126,7146759,1023257,2545949,3238296,17406631,809162
2009-09-23,616615,1487467,10604,13182613,549,72356037,22841631,1420013,6360223,113032,12937988,1174346,3970594,4617248,18606132,271541
2009-09-24,459110,1982462,7007,16702510,6601,93478522,27612563,869828,10220374,233607,12539230,1083359,3449563,5016966,21464861,306527
2009-09-25,512079,1543081,3984,13350014,3033,61307174,22919402,746181,4846348,230244,7790016,1437550,3424874,3153389,15126765,193533
2009-09-28,610396,1144779,11826,6397716,11830,52269011,15652976,1519337,4198216,54077,8076222,1075830,2485474,2698505,10876986,229137
2009-09-29,937676,1323123,3750,8176891,1000,42195626,16359730,640191,3204157,27145,11463423,1855510,2010120,3234621,11785653,483268
2009-09-30,818790,2136213,5286,15354934,2073,147151154,25293175,714791,5011729,61088,15452571,1895152,2543271,4517362,19194668,291708
2009-10-01,784646,2257738,4941,15476933,7672,107070775,22406057,628837,10340119,59866,24246903,2787744,4934573,5957338,17552518,186596
2009-10-02,683656,1334172,6957,15759163,2525,73685126,27674749,9295955,18313140,130866,11731695,1783547,3815759,4735099,29566844,238047
2009-10-05,666889,1520773,4432,8749482,135161,73829235,15838779,851425,6277073,161294,14235208,1550848,2441679,3533253,19507436,248001
2009-10-06,508939,2322296,4790,12444341,1913,80647868,18768114,918443,7044218,148042,14101895,971715,3789818,4891534,25564062,586516
2009-10-07,531468,1931989,2905,10039875,2310,51404489,20064182,1062437,4634498,168452,19399529,735288,2298728,3840466,17070729,282363
2009-10-08,511974,1875628,6625,9702613,1154,62070217,14930336,1869246,5877387,108640,16574689,2020166,2549350,3172512,18317223,707272
2009-10-09,567423,1187938,4308,6499358,560,54137647,9190155,801117,5985173,27007,12395856,311642,2333676,3542721,12797141,809867
2009-10-12,416934,1798555,19327,5440310,990,38016670,9631792,809122,3179690,50033,7889396,422968,3587255,2289932,10459930,168133
2009-10-13,380150,1819982,3034,6031730,1344,58377963,11697385,585207,4721126,67632,7602048,537411,3100919,3385871,15114226,441283
2009-10-14,491367,1840969,16624,9167144,7619,96045801,16624581,534457,5100625,20256,17037379,668312,2876525,3870335,19652308,199976
2009-10-15,727608,2579149,48153,7669540,1486,72497316,16062314,906928,3113790,28177,11043273,1085679,2267311,4606385,15501807,315042
2009-10-16,458608,1767425,10388,13187909,715,72392840,19457327,1199158,4205342,162353,10049603,2691527,3587172,5806417,19572339,250009
2009-10-19,455433,2012608,11951,9772381,1860,60428792,16129672,545718,5227865,94476,13397442,607377,3018651,2638638,17614951,537255
2009-10-20,473218,2164202,8076,9388194,2050,84293539,14700385,701542,6642777,197614,11595910,1191370,5681830,4422715,54517639,330421
2009-10-21,460461,2042365,9388,12893511,527,74519360,19720102,2380145,6704122,288996,15410366,618509,4312939,3429917,26680152,618682
2009-10-22,518660,1799506,6159,13423149,3368,71024999,15890366,724936,6268015,148320,13501743,3763455,2635176,3452383,16043350,275482
2009-10-23,677292,1617133,11803,13215870,2470,73931955,19382932,1005505,5423323,161415,13669293,679819,3510621,3173365,15302240,273480
2009-10-26,470497,1885732,4475,16118204,3725,79281812,21031301,1382501,4711440,253298,11089920,1276866,3833229,3722583,17797581,317711
2009-10-27,420045,3855754,8971,14505983,1277,95899870,23312932,916784,5497900,581948,9801938,592477,4839440,2888700,22806277,932380
2009-10-28,651635,3014148,14702,17191489,317,169931127,25441843,1773154,12539059,255905,18512088,898232,5001340,4963063,33834464,286108
2009-10-29,590384,2377740,18191,12932554,504,99432868,21274381,869777,8104470,120179,15797673,486650,4055759,3762259,28426308,273222
2009-10-30,515202,2278237,6993,29758717,7400,222484077,31478670,1007970,9848239,212059,24041669,953836,4085187,5365575,35206661,186329
2009-11-02,1036685,2008497,26144,20621716,1533,137965552,25877966,735304,7463238,196527,12599741,1122003,4280349,7651859,18854182,218447
2009-11-03,684520,2420054,4638,13948245,648,71908597,19568497,770914,4854995,76342,15318362,2064770,3859096,6116142,23801767,372273
2009-11-04,490690,3457168,3959,14714296,0,95723749,24342720,1159231,4905180,371856,13273797,739080,4031299,4673150,23586860,344225
2009-11-05,899245,1925486,5857,9819161,2700,75485698,13491949,280770,3410719,131582,10250798,2051024,2900898,2384164,17725964,384165
