Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU
2012-09-10,283047,410337,412,502410,37410,11724028,3217747,999139,896761,328901,648381,226167,488999,486528,5260737,373197
2012-09-11,673153,385249,0,688931,41772,9274536,5128204,841762,857692,341746,781893,342072,509731,475156,3233517,846087
2012-09-12,416939,149864,204,419446,92502,10103983,3490516,726222,819205,182362,2249406,139220,612786,533832,4393568,572923
2012-09-13,817705,297017,1740,1288288,30857,28248450,5752816,1730086,1569485,401034,3492714,181711,1464166,1084181,9589907,1049079
2012-09-14,176223,670082,1400,1171925,30801,25998237,8016684,1292502,1104259,238022,2434399,206643,875962,977849,8980378,182405
2012-09-17,200172,564437,165,507204,28567,11087495,3505982,588062,786919,378920,1742197,140172,416773,558195,3510051,338305
2012-09-18,163920,300923,6498,672588,11212,8815525,4018058,783912,810443,268127,1447628,691495,601062,598099,3882105,507961
2012-09-19,151110,582104,573,545562,25484,10505527,5184224,743132,903784,105775,1107134,177297,428937,585413,6552308,153874
2012-09-20,229566,252775,1228,1550123,30486,14888418,6281117,418636,920371,285613,1657328,123691,460947,596886,3816920,146655
2012-09-21,167110,327424,709,1050855,38899,11481518,6508992,804025,983504,516785,817193,163175,547074,382909,5755414,544424
2012-09-24,116402,300513,2481,542511,69646,6537335,3552758,635370,914254,107534,762025,366677,632736,401481,2748640,204985
2012-09-25,97737,265056,1283,1031677,23711,12007968,5429599,654060,932188,553696,1396530,140072,692628,721300,4451980,269665
2012-09-26,126400,275480,2067,908334,33992,9930515,6145125,637103,922846,491517,1590426,156680,1317577,533707,3120103,65764
2012-09-27,459529,249486,1366,625883,131809,10160767,7254208,1219806,12144095,192250,1311998,140607,574244,557216,3935433,207771
2012-09-28,928327,2686520,575,864223,46466,14400344,15068725,590103,1018710,297561,1249335,271146,781422,709375,4966439,218637
2012-10-01,200444,683642,595,844733,88013,10242254,4595719,1909524,1284153,303039,1009790,374361,548271,511539,3705198,243553
2012-10-02,145295,161389,2000,1372582,117882,10302338,3240841,1801369,1135382,316477,1940984,727917,764795,1058531,2351401,248682
2012-10-03,235549,429262,2965,612085,72196,10688970,4272707,1105743,3752862,80335,1854457,236572,773600,898270,3427767,134466
2012-10-04,58783,151806,0,799714,4113,11238744,4642752,986372,823844,78471,1306974,241523,778420,622878,2977547,147933
2012-10-05,163218,145991,7996,1426207,26558,11324765,2449670,786608,857094,262988,1473233,309579,1183376,788065,2986525,678350
2012-10-08,140086,483772,1734,489457,42035,10552154,1570061,458767,578228,67506,914749,108308,1182429,385960,3186543,113666
2012-10-09,229737,281006,275,1116015,30020,11626968,3177899,1031263,530049,133964,1014996,171215,1382595,707684,3580925,180068
2012-10-10,71998,322838,4573,1605292,62811,13739044,4704014,429316,837092,199341,1225577,288349,1076546,605817,2926836,29955
2012-10-11,69643,163523,1251,846994,136030,12340791,4441653,885684,838342,218111,1143510,304408,718228,713197,3394566,280965
2012-10-12,124614,170917,1700,666050,10404,7291419,1986640,374448,666342,92711,1023606,80738,545356,662830,2141406,90742
2012-10-15,228201,153317,0,624768,8966,10989942,6894870,640373,965851,145520,2313918,124742,700517,606979,4111415,35347
2012-10-16,195305,282352,322,1311704,16717,14959945,5704621,779263,870423,267596,1563035,147968,1127115,688302,3085696,111269
2012-10-17,222634,333640,100,993047,27139,13493011,3214861,687154,1041432,206922,2673403,134921,725887,637943,5331173,1170094
2012-10-18,448838,276730,1100,1379189,14605,11450195,2696359,718055,1046610,102109,2110392,238275,1173963,727119,3896175,2306410
2012-10-19,94086,290246,1579,2081712,42440,12617925,3628586,1323987,2127042,1003497,1680896,226009,839912,862446,3470645,564240
2012-10-22,71170,296853,2000,1114112,34713,11700098,4971989,879782,1480163,72877,1457379,190310,525501,711204,3261491,247552
2012-10-23,115773,340170,0,1961876,43958,14644733,3610648,717831,2468172,183777,1862826,402850,692784,683281,3936181,93483
2012-10-24,68769,180887,1846,1255775,49025,9543999,2005797,569035,1609179,72858,2057601,359932,598045,594707,3235123,61331
2012-10-25,453938,247057,6873,1222453,34228,11046639,2735631,553962,1134441,177095,1376448,173425,1193799,683973,4627642,222626
2012-10-26,499667,170828,0,850744,21363,9983471,3001096,781468,1818162,78049,1480431,65044,562723,512485,3388293,92722
2012-10-31,292118,1707973,2987,877879,41663,16272897,6020974,497445,1749188,167807,1957079,502937,725922,753829,3832147,93724
2012-11-01,389176,924181,707,902229,64416,15959118,5317608,363866,1081332,49446,1575481,606930,630300,712952,3298335,154491
2012-11-02,262092,285630,220,1575254,19048,12871398,3117941,352185,1263696,142568,3058768,74501,709596,1005964,3208479,242830
2012-11-05,286793,437199,375,667242,37239,9005214,2331020,427451,1040194,103126,2079548,160437,581364,713901,2200970,149255
2012-11-06,94509,366065,0,946715,28724,12239408,3071328,636773,2899478,220507,1898126,640358,606120,828740,2827991,95454
2012-11-07,123403,336287,652,3493842,57979,17110245,4836988,1076788,1483191,657329,1970973,209494,1212269,1017759,5649324,93964
2012-11-08,473807,218369,100,1977987,24030,18082243,4068250,819182,977925,859881,3399921,112955,1381079,1411888,5428174,79178
2012-11-09,132428,406044,682,1206862,62887,15104305,4561935,900130,1120798,458420,2158697,255053,1393943,834715,5819385,1284046
2012-11-12,109558,101697,0,432087,34572,9535375,2393736,273376,554219,448559,991292,241488,607985,688148,2966395,102853
2012-11-13,679012,361748,103,964153,30977,16023809,3435422,340300,1744676,410665,2501045,159029,719155,1057294,4252696,274569
2012-11-14,80701,281977,238,1346870,30223,17605058,4669799,514814,820448,136533,2066818,241275,1291894,1154571,5025310,1551417
2012-11-15,132931,351255,1702,1391884,319984,13127089,3324672,429163,1088023,609025,2066984,297877,924124,993948,3268117,112438
2012-11-16,60748,202705,100,1772612,74850,14756052,4405782,580504,677557,532032,1486069,165069,1006625,955089,5035252,121191
2012-11-19,182458,333205,253,1987717,197567,12593787,3611142,466612,847047,297637,1212028,290629,869074,710504,6388694,1113893
2012-11-20,118423,180902,140,1478890,22605,10334948,2671703,485715,886890,354450,1511497,106945,1212495,932050,2695818,241082
2012-11-21,1160734,1259337,7530,4592307,733168,49864144,10368156,17190263,1746158,541091,4018626,546801,1787015,2163277,17470771,3049671
2012-11-23,220266,828655,2486,3345732,243756,38725313,8397646,1614098,1771787,229048,5695434,632082,1121987,946281,8598225,207147
2012-11-26,629458,2169333,1027,4623292,308801,38361670,13682074,2266682,2815285,396453,8544797,382897,1852567,1739993,8358512,3164349
2012-11-27,571888,1531638,1719,4919209,204421,39719312,13987151,1524620,2448077,231949,3628181,396338,1999837,1781714,14015780,502818
2012-11-28,465560,1738551,8156,7399278,191483,45433181,23550708,3338094,2567656,3279303,6882383,740826,2170584,1212327,17961551,509747
2012-11-29,661777,1092253,9840,6114507,310430,60141916,19765453,3852994,5371375,667543,9316490,1007216,2437847,1477644,12515087,4238283
2012-11-30,908579,2625908,700,4979579,710332,60627512,23565747,1566371,5764144,559861,7189867,691503,3938047,1823664,19098043,607443
2012-12-03,809847,2527476,234,5824740,399242,47979648,22076520,2746729,2001352,465695,5452676,1093085,2013465,1189881,13282207,698454
2012-12-04,871836,1844836,2471,5760343,115431,48560018,18736810,2728552,4463905,4777389,6342074,837834,1676211,1606759,14528588,489325
2012-12-05,538142,1091681,16179,8697743,703851,60799261,22117936,2506660,3077250,3762873,6027017,869440,1639207,1726462,15646542,952020
2012-12-06,519319,1621901,4865,4129400,340266,45177555,12963212,3777580,3336390,2408868,3817212,1750179,1845216,1263387,12064057,3099692
2012-12-07,966127,2812572,2746,3993247,250993,33920351,11949044,3774616,1885885,368389,3835749,1034078,1703073,1329554,11155545,3443082
2012-12-10,843432,1194229,709,3480814,225035,52020854,17617397,1874874,2185669,2372330,6797346,935579,2658226,1869104,10855643,1112544
2012-12-11,814061,1943510,6822,4013966,148667,55722451,15684376,2304668,3159205,1240289,4223079,902195,1804905,1505596,14498863,738041
2012-12-12,1448565,2672374,10170,9551995,437157,57451318,18266421,3137298,6174057,622414,6159723,832571,2541795,1562914,11590390,1376329
2012-12-13,1209653,1420833,6933,3844622,4733224,55617845,13693577,3067175,6564450,2803016,4741048,755701,1939467,1584057,11155672,2815230
2012-12-14,1678796,1641812,2580,3114361,921945,39422809,18514549,2678559,3045405,3094376,7511637,511711,1795749,1196089,8319404,1334446
2012-12-17,1464068,1235641,4624,4534958,1078764,55647533,22550626,2228485,5701388,3325176,4748022,844985,3792302,1335086,9003960,1620295
2012-12-18,1411480,1583353,5907,6460660,2211306,61648966,24270822,3646941,7967554,1318964,9162648,1018168,3842896,2353307,15836105,2756573
2012-12-19,1113977,1644520,4652,5512650,2844298,50249029,19356324,3453139,4754707,1868024,5873205,1159446,2401721,1667954,17092464,1914362
2012-12-20,1122575,1829378,3424,5535310,2415376,57106028,18545517,1706429,1995287,411338,7546795,1090407,2047697,1689843,12279800,3500790
2012-12-21,973666,1932656,16143,11496099,1127539,66038699,22418295,4147540,3139485,678112,5155392,1608432,2754264,2515146,16625238,1721963
2012-12-24,329166,1091831,1831,1997462,619480,18908199,7699030,734036,799489,264451,1442512,482920,459614,419117,3028785,453404
2012-12-26,575839,1077810,3348,3983433,1227200,25381905,11717950,1598129,1489555,234664,1976945,1097536,921364,876397,8956210,337152
2012-12-27,722022,1973428,2088,8309874,1744569,41600503,14207457,1356860,1885587,886260,3047540,912969,1699569,3221690,8778108,745938
2012-12-28,1295782,1542300,16532,8572887,1144853,42093249,18734452,3644956,3895445,488587,4075022,1310015,1482712,3243275,6504563,1213660
2012-12-31,905302,4334850,9776,12070091,758284,49353744,22820753,2494327,2052362,830458,3713678,903765,1262813,1316595,7901733,548253
2013-01-02,1137272,3008888,7329,9639120,1121556,101185745,26056258,5747953,8031333,1749536,9620220,1372697,2392928,2813903,14852924,4143531
2013-01-03,1762867,2478742,6935,8665886,2259088,66219547,23239894,3131106,2929109,1065705,13125178,1304976,2433430,3008475,16609474,735985
2013-01-04,1286754,3216934,18434,4759767,2012854,51086902,15522279,2115451,1878382,2402912,4877184,1401380,2233094,2727666,11774152,388871
2013-01-07,1854346,1727728,11668,6120536,1224370,50598726,14102524,2411848,2416685,853228,6577842,965251,1327891,1637756,9654504,4603603
2013-01-08,1784444,1681846,17471,4274454,978118,48457856,15592246,2390466,2644311,926449,5050031,1080705,1622758,1683852,10724042,694649
2013-01-09,1346870,1681189,4495,3898205,1438745,38511149,12779355,2809234,3248208,3049761,6918823,1177208,1413021,1411736,10407365,3262886
2013-01-10,1128616,1740571,16162,6004432,1598481,44170800,17718534,7392178,2710693,2072488,6989000,838463,2969625,3233794,11637983,1060886
2013-01-11,1120000,1492173,16978,4507988,1615271,54702300,12624677,2089463,3031554,889308,5680564,858898,1648191,2007494,10946436,499770
2013-01-14,870110,1996536,9129,4297945,1242657,63801901,9980349,1686552,2260964,4571223,10899384,452144,2467463,1752465,9612619,4273844
2013-01-15,2561051,3970212,21071,2966046,1272253,55409055,12534136,1981503,4905028,1432063,7681921,654853,2403911,2612108,6249956,2307313
2013-01-16,1231979,3361254,3595,3197708,1927396,32090096,12906917,2216431,14314772,948044,5513681,655678,1882270,1904085,6353181,2237095
2013-01-17,1280922,1419026,16369,6231662,13283640,39873131,14936150,1790118,2814411,804354,4234101,730715,2518996,1559301,10297751,2661270
2013-01-18,654661,1631592,13959,4922772,1670574,51709508,18843961,1993957,6173651,705427,2827343,575328,1654225,1597285,10856058,2428303
2013-01-22,1459001,2017896,20865,4548605,3023612,46493894,12090100,2558758,2119043,993231,4366043,465621,1614856,1807103,8792147,485259
2013-01-23,1393770,1704042,42015,6403008,2346274,32607813,10139826,1808813,2311245,1170025,4553491,1106498,1470672,1776465,10626648,417245
2013-01-24,659741,1554999,20835,6288916,1807617,38920486,13640055,3950213,2883030,3371558,5787775,723392,1414320,2224573,11655742,456202
2013-01-25,877738,1470210,6164,4464027,2067326,52779434,16643495,12559218,1612332,6122659,3652921,933755,2291090,3507439,7035776,1679744
2013-01-28,1067644,1456827,74970,3170223,1670423,56862343,14802859,2641963,1978695,2028632,8835461,465228,3404335,2970731,10092637,734879
2013-01-29,837633,1536431,28223,3947869,1244110,46274852,13403222,2490836,2448043,5482980,5150159,584459,2307906,2128545,9879851,436315
2013-01-30,1362172,2555197,5004,5498888,5014316,47812732,18943307,2905293,3907770,3240545,6890465,1178757,3299554,2743765,19704073,904582
2013-01-31,1969986,2636071,166614,3935235,1964181,51081600,22252146,4462106,2240784,1096179,4631879,1237616,3125416,1839870,15402671,2716173
2013-02-01,1340017,2975823,37038,5237382,2822001,50348440,19989117,3497721,1872454,1804835,3850114,1178053,2495901,2228919,8669988,1593102
2013-02-04,805306,1753695,31697,6536165,2655554,48193553,18125159,5087744,3989902,2382933,5979671,1502164,2695408,3000233,10578873,1841438
2013-02-05,1905899,1421564,36656,5820224,2571515,41440006,15418803,8788143,3430402,1616791,8218422,1223941,2487338,1927590,12801513,2360576
2013-02-06,1229531,2511345,52745,3118099,15661333,56869230,26335937,5410520,27578426,999206,8584259,1407031,2088891,1442444,13626863,2969078
2013-02-07,1147844,2184542,160073,6637911,4088018,47884212,21947640,3863926,4428746,1630421,5993761,1365968,2703910,2301706,13416092,545086
2013-02-08,681367,1562406,16696,3573803,2614343,36377904,18326113,5760878,3067212,909754,4336397,561820,2175467,1797689,7287330,1812656
2013-02-11,1384066,1981371,10775,2543470,2952731,25663612,12677178,7784706,2476981,2543059,3449438,894144,1991114,1270993,6629650,1606206
2013-02-12,666730,2520801,7389,3498954,2815121,40661260,11534151,1434421,1342199,2377451,2282277,457341,1368366,1841927,4541833,302150
2013-02-13,902171,1531904,23619,3387704,3399574,32068331,8955106,2638095,2038796,2639567,8103544,570113,3749658,2002350,14653396,4468297
2013-02-14,731894,1387901,42414,3048777,2541865,28975188,10409855,2525304,1953501,942056,4716785,604912,2146723,1445589,8545228,617764
2013-02-15,1864659,2420924,42201,6114373,2882603,42285063,12094991,2909603,1205445,1836722,3429348,689493,1824889,1269477,12964233,1399660
2013-02-19,1391243,2252506,10979,3945901,4008280,55630385,20173796,5763291,4622593,3220506,6704107,614239,4327974,3581258,9158182,2128732
2013-02-20,2028866,3037475,26566,5976243,2420067,47496644,17523429,1825149,4405295,2301239,5681337,2647337,2757972,2674966,15102572,2552826
2013-02-21,829505,2358256,20334,7522263,2079524,78468486,34195169,2176460,5448791,2285841,7996209,1421560,2748953,3323333,28635104,409637
2013-02-22,955606,1897848,3923,4158936,8124375,73001802,23363924,2868214,6610465,1172582,5038821,670447,2419825,2006510,15373455,1394688
2013-02-25,1181447,3079175,74862,10034930,3518927,81535627,40205067,4889520,4424415,6613948,6209401,1412479,3218631,2298561,15591571,1427644
2013-02-26,801229,2745013,18454,9236059,2155107,69633676,25416493,12857319,6559431,2910277,3752278,1072215,2417265,1356374,13193567,4004390
2013-02-27,520262,2564220,7431,7406248,1283936,45986520,16819506,3160527,5329735,1537227,10526400,896843,2398399,1333548,9823998,2046070
2013-02-28,1212718,5327643,9182,11400070,2177882,43961032,17815094,1825433,4117066,1799558,5754249,2452587,2501011,1619591,9890933,4818126
2013-03-01,1076797,2641114,7492,6506847,3298729,52273176,18241735,10381283,3538126,1601109,4774637,1993652,2105471,2239362,10155125,1194612
2013-03-04,782016,2030972,11299,3620655,1366738,43730857,14580222,2182810,3198397,1058018,6815163,868734,2193869,2638992,12680153,1484964
2013-03-05,804324,3225390,12526,7963431,1801119,49300754,16167984,2433857,2587451,1765377,5832981,1065808,2536376,2495944,15203123,1667602
2013-03-06,974206,1621801,6555,4485025,3134734,42439561,17189545,2093659,3074497,812484,2920022,1604262,1520558,1809416,16088893,853895
2013-03-07,1046909,1534590,10605,3689370,2739267,44079182,11797879,1607527,1441470,1061817,1904435,9205909,2062321,1720134,24135613,592293
2013-03-08,2006756,2572177,6768,5681064,5001084,61846091,23305810,3079038,4323085,3823134,2544140,1998092,4217513,2506837,15017021,3172447
2013-03-11,1163404,6676347,7057,4373292,4779538,44046753,10873958,3561332,2272119,2521977,2904074,1698515,2292056,1767159,11518224,922857
2013-03-12,1656197,3456152,26352,5167311,3031618,50934655,16015589,3537191,2273899,649479,2993243,848442,2832936,2418073,8164595,1828479
2013-03-13,1136948,3079905,12984,4322037,2245259,80499922,20517843,1864041,3567520,1173270,3726885,1918851,2693166,2093143,13830620,846384
2013-03-14,1090617,1860450,6243,5366152,7468829,40119812,12158281,1632274,2499947,897283,2585146,1284078,3257917,1034661,11587730,7722765
2013-03-15,661472,1869235,7981,10836714,4982822,61240350,18191063,1382332,4719401,886799,8161887,862117,2532435,2631337,14692932,2545000
2013-03-18,1231900,1485420,14781,5511255,2513046,69343915,25132717,2181367,5982415,2248417,3982488,1074678,2706077,2449282,9539655,1531655
2013-03-19,1104710,1687086,28099,9301670,2397326,81729332,25745110,3152463,4847204,2477651,11372710,2434606,3536726,2357309,16775399,5308930
2013-03-20,1275080,2177152,10865,5924809,2930582,53647085,16134792,3130721,3260133,1903853,3657253,2172704,4378278,1884061,9797173,3826885
2013-03-21,906369,1375775,10060,6076519,2309420,50648006,18106801,3194143,2039583,1152312,4558114,733197,2525737,2698338,13523693,1815712
2013-03-22,775935,1133892,5248,5028567,2060661,41763395,18090355,3036455,2615822,860132,2948144,693577,2894162,1733875,11039577,3094017
2013-03-25,981053,2102902,20618,9603116,2761071,46751224,31933000,6264975,2677815,2134202,5903959,2020211,4660072,3129174,15891770,2878304
2013-03-26,964647,1416682,55065,4879025,2162291,55547300,15040669,10582978,3029546,1416985,13034475,801133,3768915,2024459,12016481,5258534
2013-03-27,1028730,2456657,7453,4129138,1260600,42991791,14990223,2951751,2625050,2221069,5821226,636523,3799660,1560860,14976872,4204090
2013-03-28,2343278,1560126,18685,4346068,2310032,43219761,28690034,3103930,5182921,3220328,10498687,763612,1717312,1745428,9867155,2723390
2013-04-01,1580788,1980624,19973,8623870,6804321,48386578,24852829,2481974,1577180,1983270,3802688,1002845,1286620,1949855,8013235,834961
2013-04-02,875223,3237634,6682,5673122,5336929,39392876,19636555,4536047,8197875,2100113,3292210,970074,3612038,3208537,10635011,4970830
2013-04-03,1260253,2111871,9775,7661523,3952372,66774580,16960914,3963971,2941899,1532287,7133138,1556726,4271599,3387489,13227950,2991668
2013-04-04,1263784,1327022,10589,7520482,10381127,72966086,14924898,1985064,2953327,693970,6603138,953513,2897066,2309350,12760078,1874403
2013-04-05,1013775,1205204,15216,7307414,8024271,93360867,18160319,2339734,6235512,1296138,6600187,1857660,3431880,2682448,14828856,521949
2013-04-08,1027316,1179225,5704,3864981,7894188,46406844,17117613,1339389,1902341,709974,6252006,1619422,2977785,1644073,11354139,1785947
2013-04-09,1286513,1302721,25511,5492255,8012035,77325245,17406286,2414412,2296998,1284813,6782536,4673319,3936073,2655819,14020278,4659511
2013-04-10,1281562,1260757,12656,7947555,9294151,49605499,18195415,1072217,2628154,1432375,3478650,4267836,3695860,1659295,14235793,8137968
2013-04-11,1037321,1748711,26000,6975523,6498496,46006301,19865237,1721754,2824263,1422581,5524778,832032,2810948,1514011,14856157,2092482
2013-04-12,873614,2923838,7361,8711328,6447117,109321184,16777399,1704010,2914537,1224208,3567244,1522275,2127328,4708693,12859562,1642129
2013-04-15,1521623,3652557,15187,14181170,5930526,69586055,22699863,2278214,3691321,2104565,5700707,1270595,6560969,4617101,22692096,831132
2013-04-16,592949,4928816,26283,6975301,4104576,51188704,14675667,1814958,2928398,344952,6068346,735319,2425515,2570219,13967862,1735950
2013-04-17,1078406,1478886,3453,10757043,3909565,87858493,30730778,6963632,2838903,5318259,5094471,2543419,4493169,2979212,16912743,4589621
2013-04-18,1153765,2616508,8558,8277018,5079375,47811968,19211386,3805281,2621876,1210172,7979845,998588,2802510,2030251,18593765,1530005
2013-04-19,373522,1957872,8185,6029959,3623223,50232317,24725803,1275056,2982321,940182,7794436,1564345,3216094,1193135,14844847,1805644
2013-04-22,1113771,1996498,2461,11711968,7057767,33583202,16899876,4523048,2221480,2152813,3895597,1573978,3065579,1479205,6330478,1891780
2013-04-23,747886,2553500,45129,10436186,6753426,64693520,21257626,2629892,3076290,3677018,6095208,2642316,3498760,1843483,16002878,4286336
2013-04-24,743871,1714354,19216,4968388,7953691,51542623,18269322,7074610,2000624,1677516,4819221,4188917,3654350,1909317,8633420,2825940
2013-04-25,848647,2094287,18602,4160812,5341753,41504133,20079127,2120585,2127530,961230,3119085,1527058,4362422,2193258,11827945,2714094
2013-04-26,678427,2222825,19626,3242580,4315669,51739753,13910191,1662939,1763064,1338097,3690413,921832,2325946,1259943,10225782,851605
2013-04-29,869326,1130965,8459,6133287,2950351,43874718,14720993,5888579,1731268,3342562,3451856,621029,2587620,1241263,9600180,618181
2013-04-30,1853055,1900539,1619,8067613,2736780,80948881,22261273,6124163,2157371,3602169,4421670,1332205,2596800,2066590,14473072,3357178
2013-05-01,1741208,1693861,8834,5374065,2930091,64532778,19104601,2281649,2461577,1006616,5869881,881843,2409462,1500460,9538633,1028898
2013-05-02,875468,1538784,3381,4343510,3805327,46990493,18247194,3893121,3992008,2282466,3509552,1589432,3100694,1530505,12251264,1359612
2013-05-03,579993,1188237,5486,5933481,4320646,57682883,19161190,1944141,2117269,1725322,4213858,1386181,4520559,1898825,9921579,2381214
2013-05-06,686220,7015066,4052,3110780,3108764,31402199,7583641,1982081,1476985,2146975,4069941,1429841,1370087,1524692,14050446,605561
2013-05-07,931563,1380239,2456,5364417,4507158,38933210,15724428,1626317,3644846,2037177,3141136,1889385,2754765,1270581,12381764,663344
2013-05-08,1032527,1423336,6940,4087947,3448620,47973093,17768326,4663820,3240045,1611677,2470090,3175190,2950436,1527153,10897181,2580057
2013-05-09,537803,1137835,19985,3949581,9299104,40290442,16372380,4172430,3386403,3535581,2689872,1953940,2222306,2169082,14890067,2801403
2013-05-10,423039,1402363,3371,4138160,7435333,44867529,15403305,13341302,1624984,2005413,2183511,2577220,2689316,6679948,11573945,624722
2013-05-13,563375,1379967,70932,3841438,12370664,51315268,11911347,3578805,1554272,1968552,4136296,1107242,1719788,1662893,8701377,924649
2013-05-14,994272,2765741,3043,5554715,11274480,39461011,26158793,3730378,2701964,1732331,4619241,2970700,2269859,1405199,8210334,630486
2013-05-15,926736,3652117,19289,5770886,14961112,54677454,15961570,3396512,3144336,1527303,3814098,1771457,1909968,1530662,8663184,681023
2013-05-16,1965685,1531965,9317,8195236,8232808,34833459,16669049,4026169,1133074,1697060,1948762,835725,2919147,1925537,10807933,1300886
2013-05-17,621763,1141430,8709,5503197,5237013,37786087,12925640,2274128,1152440,2870620,6839575,710783,5541336,1570058,6767008,461669
2013-05-20,1710056,1530303,49077,4464792,5642506,33027239,16117158,2329318,2384812,2881628,3068288,1010026,6723435,1593080,11591560,904774
2013-05-21,992243,1199876,15683,5735290,4651007,39757737,15283633,2104388,3323664,1467746,3890861,1406202,6069130,864539,8150787,1707423
2013-05-22,1134398,1302639,40885,12807221,11632577,95248883,21713495,15038933,2790548,2222629,6764434,1334390,5685862,1819557,12801213,2206182
2013-05-23,1107141,2251723,4205,10477550,29207275,84327435,27055172,4584868,5957435,2816028,5298180,2148411,5154853,1691933,14081682,1760066
2013-05-24,640035,1968060,1488,4535593,10024965,70236081,19956741,2811407,3943803,1457088,2968380,1114086,4718232,1630031,10008929,632573
2013-05-28,1082765,2486811,14244,9382211,7447912,51418172,20275743,17567415,3019380,1420503,3147119,1251033,3074084,1512647,10085180,396468
2013-05-29,1369366,1150307,6310,7906402,9160657,71461368,18099346,3300242,3426350,1169006,3510022,1040439,2792973,1323037,22687211,920164
2013-05-30,1300982,1874217,6408,8234245,14271387,57619383,27382841,3275172,2352890,3502219,2934705,2991285,1715216,1470365,12520642,360894
2013-05-31,1616787,5156036,11484,7430025,10423048,109498249,36549349,2577235,2903643,1779551,3790285,997112,7183684,2037560,22703914,1572348
2013-06-03,2110336,2813729,3672,10862992,16752741,103868163,30341640,10107175,2737116,1370584,6417406,1883387,6210478,2939631,17652770,1059810
2013-06-04,980403,1526033,6119,7956672,10450134,61790435,17024397,3235626,1769127,1386161,5699899,1465166,2291880,2232575,10550233,4851245
2013-06-05,1160549,2641466,2028,9430759,10753079,88096406,28821589,2648513,7075738,1988249,4397057,1997167,6216087,1890090,19921001,3607493
2013-06-06,1142473,3320870,36328,15158447,22471531,79390092,24386890,4861949,8356602,2446054,4873652,17646271,4258513,3538137,21756607,5360768
2013-06-07,1337326,1316848,20020,8088461,13776942,83417188,19245191,6046088,64669055,2574735,3396809,5270552,8621692,2250076,19374245,758698
2013-06-10,1173293,1086373,41851,4918497,11081220,94653656,14559743,8196417,3801310,2093531,2816649,1656478,2276260,1740260,13761560,276082
2013-06-11,1119459,1146399,2694,7009158,18629471,91965932,16612400,3258460,3968794,1318158,5078072,2763792,3274260,4161449,23687261,4883305
2013-06-12,1469428,3855195,5666,6901818,16019247,110464619,14378075,2165013,11836360,1235822,4920880,1202906,4788937,1839914,21269805,295222
2013-06-13,998941,2189542,5936,6208421,15335545,109955787,20158357,9658682,5370215,1591937,6297320,813615,3444120,2668262,16512366,3161065
2013-06-14,1198416,1541999,11971,4639220,16860575,95321483,16978578,3171414,6845929,1754962,7763797,1573004,2642483,2000717,13115191,1365627
2013-06-17,1694616,2642777,14262,6694917,10105006,59802740,17560398,3232337,2715197,1602804,2430852,2786291,2048105,1417115,14429248,1107069
2013-06-18,1067448,2653124,8590,4809134,7093517,57236940,13168498,2420033,4261327,906376,3435410,870736,3901801,1390145,17644726,602383
2013-06-19,975715,1080108,30965,9145127,10332216,106461155,33232702,5096571,3946840,1974662,6512284,1305237,5167445,2590053,23547977,729533
2013-06-20,3057098,3419458,17751,14314714,9615585,151379063,40517052,4323473,10368933,2837342,10223222,3782155,6803053,6260281,41857647,964532
2013-06-21,1979411,3324287,83695,10968531,8585749,122377344,30474204,4509156,8406110,6144803,6899944,2244215,4960784,2752734,26875224,2127736
2013-06-24,2270894,2212709,17237,14129325,7244811,105818116,24352736,3347902,14474056,6615342,6542317,2266969,5618074,3446389,25478618,683032
2013-06-25,1687344,3226017,13631,7592801,6510447,81150121,24494847,1873109,2718803,1542012,12432168,1814746,4086361,4027324,16910666,521492
2013-06-26,995783,3087085,5639,6328787,8194294,79737966,27141949,2077064,2212310,1231467,9985863,1216422,4541666,3126659,31061645,2026445
2013-06-27,1333640,1181971,104034,6585589,8101502,95787754,17753753,2223923,2059730,1137781,6187809,1801547,5490327,3023107,13597870,902505
2013-06-28,2673965,2842383,20054,6720074,8391919,92251542,31174083,10774588,1790977,1003209,8641090,2942201,4348053,2366593,17369934,690250
2013-07-01,950232,1322923,4403,4896791,8804815,64189696,15315965,3764596,1525941,704400,6211110,972040,4456068,2092064,11768725,495253
2013-07-02,636898,1615796,7267,4874913,6740284,91595774,13492754,3089342,1687687,1674728,5039605,951554,3875610,2243894,22060536,920770
2013-07-03,442585,1383250,3350,2599135,3427075,51570780,11755472,1574218,1220183,819900,4711762,850837,3528555,1660867,13509725,924310
2013-07-05,1476399,2626960,7939,5528650,4180927,94284664,10197768,2546291,1873984,696436,7671963,1593734,3485117,2381154,21821737,596691
2013-07-08,641783,3575346,16620,4920505,10538987,63868850,11993172,1176895,1856360,604269,4776515,2583880,2723503,1802432,17928521,733103
2013-07-09,1725957,1077535,6328,5200623,8116717,68931831,11624183,4048657,3005680,1449426,4630021,5313941,2574998,2061071,9713006,4198839
2013-07-10,717065,3148838,4473,6127237,4492349,72780803,16165199,2274929,1859588,888290,4734035,1868257,3099057,2130827,16567264,836461
2013-07-11,1044169,1427148,3320,5856974,10013932,99049469,20284539,2149647,2522932,771288,10650556,1707634,3971138,4400685,23025447,1112339
